id,nume,prenume,jud_dom,juddom,loc_dom,locdom,ocupatia,profesia,nrcirc,dencirc,tip_camera,tip_formatiune,denumire_formatiune,denumireformatiune,pozitie
2707,HERLEA,DACIAN,1,ALBA,7810,ŞIBOT,DIRECTOR,TEHNICIAN,1,ALBA,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,3
2708,LENGYEL,EDIT,2,ARAD,9262,MUNICIPIUL ARAD,ASISTENT MANAGER,SPECIALIST RELATII INTERNATIONALE,2,ARAD,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
2709,MATICA,CIPRIAN-IOAN,2,ARAD,9262,MUNICIPIUL ARAD,DIRECTOR VANZARI,INGINER,2,ARAD,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,9
2710,SZABO,MIHAI-IOSIF,2,ARAD,9262,MUNICIPIUL ARAD,REFERENT,FARA PROFESIE,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,6
2711,PAUL,ALEXANDRU,2,ARAD,9262,MUNICIPIUL ARAD,MEDIC CERCETARE INVATAMANT,MEDIC,2,ARAD,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
2712,VIDA,EMILIA-LILIANA,2,ARAD,9262,MUNICIPIUL ARAD,REFERENT LITERAR,TRADUCĂTOR,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,7
2713,MUNTEAN,IONELA-MARIA,2,ARAD,9262,MUNICIPIUL ARAD,INTERMEDIAR IN ACTIVITATEA FINANCIARA SI COMERCILA,INGINER,2,ARAD,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,8
2714,DIMOFTE,SILVIU-SORIN,2,ARAD,9538,ORAŞ INEU,ADMINISTRATOR FIRMA PRIVATA,JURIST,2,ARAD,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
2715,BÖLÖNI,GYÖRGY,2,ARAD,11584,ORAŞ PECICA,REFERENT,LĂCĂTUȘ MECANIC,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
2716,CSILLAG,ADRIAN,2,ARAD,11584,ORAŞ PECICA,AGRONOM,AGRONOM,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,8
2717,STANCIU,PASC-NICU,2,ARAD,12091,ORAŞ SÂNTANA,CONSULTANT,INGINER,2,ARAD,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
2718,HALAI,ATTILA,2,ARAD,12912,DOROBANŢI,ADMINISTRATOR,INGINER ECONOMIST,16,DÂMBOVIŢA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
2719,ANDO,LASZLO-IULIAN,2,ARAD,12912,DOROBANŢI,VICEPRIMAR,PROFESOR,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
2720,WILD,RITA MONIKA,2,ARAD,9280,FÂNTÂNELE,ASISTENT MEDICAL,ASISTENT MEDICAL GENERALIST,16,DÂMBOVIŢA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
2721,MARGEA,AURICA,2,ARAD,9280,FÂNTÂNELE,MANAGER,ECONOMIST,2,ARAD,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
2722,LÖRINCZ,ȘTEFAN,2,ARAD,10872,GHIOROC,AGRICULTOR,CONFECȚIONER ÎNCĂLȚĂMINTE,16,DÂMBOVIŢA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
2723,CZANK,NICOLAIE-VENDELIN,2,ARAD,11352,IRATOŞU,SOFER,FĂRĂ PROFESIE,16,DÂMBOVIŢA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
2724,ORTH,IOSIF-NORBERT,2,ARAD,11637,PEREGU MARE,VICEPRIMAR,OPERATOR,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
2725,GHERMAN,PETRU,2,ARAD,11664,PETRIŞ,PENSIONAR,JURNALIST,2,ARAD,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
2726,CORDOŞ,IOAN,2,ARAD,12055,SINTEA MARE,PENSIONAR,MAISTRU MILITAR,2,ARAD,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,7
2727,SANDU,CRISTIAN,2,ARAD,9360,ŞOFRONEA,VICEPRIMAR,CONDUCATOR AUTO,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
2728,GAL,TIBERIU,2,ARAD,9360,ŞOFRONEA,MUNCITOR,TÂMPLAR,16,DÂMBOVIŢA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
2729,ANDRESZ,IOSIF,2,ARAD,12643,VINGA,VICEPRIMAR,PRELUCRĂTOR PRIN AȘCHIERE,16,DÂMBOVIŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
2730,BRĂTULESCU,SIMONA-MIHAELA,3,ARGEŞ,13169,MUNICIPIUL PITEŞTI,VICEPREȘEDINTE CONSILIUL JUDEȚEAN ARGEȘ,SPECIALIST COMUNICARE,3,ARGEŞ,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,2
2731,PENDIUC,TUDOR,3,ARGEŞ,13169,MUNICIPIUL PITEŞTI,CONFERENȚIAR UNIVERSITAR DOCTOR,PROFESOR ȘI INFORMATICIAN,3,ARGEŞ,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,1
2732,VALACHE,ALEXANDRU-IONUȚ,4,BACĂU,20297,MUNICIPIUL BACĂU,TEHNICIAN MECANIC,TEHNICIAN,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),9
2733,RUSU,RAREȘ-GABRIEL,4,BACĂU,20297,MUNICIPIUL BACĂU,OPERATOR CNC,JURIST,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),11
2734,SAFTIUC,GHEORGHE,4,BACĂU,20297,MUNICIPIUL BACĂU,INGINER,INGINER,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),12
2735,HERCIU,MARINEL,4,BACĂU,20297,MUNICIPIUL BACĂU,CONSILIER JURIDIC MEDIATOR AUTORIZAT,JURIST TEOLOG,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,1
2736,LAZA,LAURA-ANTOANELA,4,BACĂU,20297,MUNICIPIUL BACĂU,MANAGER CLIENTELĂ MASS-MARKET-BRD,ECONOMIST,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,3
2737,RUSU,LIVIU,4,BACĂU,20297,MUNICIPIUL BACĂU,INGINER,INGINER,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),2
2738,BRATU,IONICĂ-OVIDIU,4,BACĂU,20297,MUNICIPIUL BACĂU,INGINER,INGINER,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),3
2739,IUȚUC,IRINA,4,BACĂU,20297,MUNICIPIUL BACĂU,FARMACIST ȘEF,FARMACIST,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),4
2740,BRUMĂ,LILIANA,4,BACĂU,20297,MUNICIPIUL BACĂU,TEHNICIAN DENTAR,TEHNICIAN DENTAR,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,10
2741,MUNTEANU,MARIA,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,ECONOMIST,29,NEAMŢ,CD,P,112,PARTIDUL NOUA ROMÂNIE (PNR),5
2742,GAȘPAR,GHEORGHE,4,BACĂU,20297,MUNICIPIUL BACĂU,PENSIONAR,MAISTRU MECANIC,4,BACĂU,S,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,6
2743,GÎRBĂ,MIHAI,4,BACĂU,20297,MUNICIPIUL BACĂU,ECONOMIST,ECONOMIST,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),1
2744,ROȘU,GIULIA-CRISTIANA,4,BACĂU,20876,MUNICIPIUL MOINEŞTI,ADMINISTRATOR,ECONOMIST,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,8
2745,ZDROBIȘ,CĂTĂLIN,4,BACĂU,20563,MUNICIPIUL ONEŞTI,ȘOFER-MECANIC,ȘOFER-MECANIC,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),7
2746,BUTNARIU,IONUȚ,4,BACĂU,20563,MUNICIPIUL ONEŞTI,LUCRĂTOR COMERCIAL,OPERATOR IT,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),10
2747,SCRIPCARU,CRISTIAN,4,BACĂU,20563,MUNICIPIUL ONEŞTI,PROFESOR,PROFESOR,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),5
2748,BOHOLȚEANU,ALIN-GRUIA,4,BACĂU,20563,MUNICIPIUL ONEŞTI,ADMINISTRATOR,ECONOMIST,4,BACĂU,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),6
2749,LOIȘ,MARIANA,4,BACĂU,20563,MUNICIPIUL ONEŞTI,ECONOMIST,ECONOMIST,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),13
2750,CIORĂSCU,VASILICĂ,4,BACĂU,20563,MUNICIPIUL ONEŞTI,CONSILIER JURIDIC,JURIST,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,12
2751,MANOLE,CRISTINA,4,BACĂU,20778,ORAŞ BUHUŞI,AGENT VÂNZĂRI,SUBING ZOOTEHNIST,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,11
2752,URSU,TATIANA,4,BACĂU,20778,ORAŞ BUHUŞI,ADMINISTRATOR,MECANIC ÎNTREȚINERE,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,9
2753,GĂBOREANU,CORNEL,4,BACĂU,21196,BALCANI,PROFESOR,PROFESOR,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,6
2754,SAVIN,MARIUS-CONSTANTIN,4,BACĂU,20313,HEMEIUŞ,MANAGER,JURIST,29,NEAMŢ,S,P,112,PARTIDUL NOUA ROMÂNIE (PNR),3
2755,ARSENI,CONSTANTIN,4,BACĂU,24711,RACOVA,OFIȚER MAPN REZERVĂ,OFIȚER MAPN,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,5
2756,VELEȘCU,EMA-MARIA,4,BACĂU,24999,ROŞIORI,CONSILIER JURIDIC,JURIST,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,7
2757,MURARU,DANIELA,4,BACĂU,25068,SASCUT,SECRETAR,FUNCȚIONAR,4,BACĂU,CD,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,13
2758,BUTACU,SILVESTRU,4,BACĂU,25148,SĂNDULENI,PROFESOR,PROFESOR,37,TIMIŞ,S,P,11,PARTIDUL ”BLOCUL UNITĂȚII NAȚIONALE” (BUN) ,3
2759,IORDACHE,MIHAELA,4,BACĂU,25228,SĂUCEŞTI,ECONOMIST,ECONOMIST,4,BACĂU,CD,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),8
2760,ŞTEFAN,MARIUS SEBASTIAN,5,BIHOR,26564,MUNICIPIUL ORADEA,IMPIEGAT,ECONOMIST,5,BIHOR,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,2
2761,SZATMARI,BEÁTA-GRÉTA,5,BIHOR,26564,MUNICIPIUL ORADEA,CONSILIER,ECONOMIST,9,BRĂILA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
2762,BOTHÁZY,NÁNDOR,5,BIHOR,26564,MUNICIPIUL ORADEA,CONSILIER JURIDIC,JURIST,9,BRĂILA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
2763,PANTEA,MIRCEA-DĂNUŢ,5,BIHOR,26564,MUNICIPIUL ORADEA,ŞEF LUCRĂRI,INGINERI,5,BIHOR,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,4
2764,CRĂCIUN,SORIN,5,BIHOR,26564,MUNICIPIUL ORADEA,ADMINISTRATOR,ECONOMIST,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,2
2765,AVRAMESCU,ANCA-CRISTINA,5,BIHOR,26564,MUNICIPIUL ORADEA,EXPERT-CONTABIL,ECONOMIST,5,BIHOR,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,5
2766,ROMANSZKI,ZSUZSA,5,BIHOR,26564,MUNICIPIUL ORADEA,ASISTENT RELAȚII PUBLICE ȘI COMUNICARE,SPECIALIST ÎN COMUNICARE ȘI RELAȚII PUBLICE,14,CONSTANŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,12
2767,ÉLTHES,CLAUDIA-SIMONA,5,BIHOR,26564,MUNICIPIUL ORADEA,-,INGINER,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,7
2768,ARDELEAN,CĂLIN-FLORIN,5,BIHOR,26564,MUNICIPIUL ORADEA,OPERATOR VÂNZĂRI,JURIST,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,10
2769,SOMOGYI,ILEANA-ROZALIA,5,BIHOR,26564,MUNICIPIUL ORADEA,CROITOREASĂ,CONFECȚIONER ÎMBRĂCĂMINTE,9,BRĂILA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
2770,KÁDÁR,JÓZSEF,5,BIHOR,26564,MUNICIPIUL ORADEA,CONSULTANT PARLAMENTAR,JURIST,9,BRĂILA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
2771,ABRUDAN,FLORIN-IONUȚ,5,BIHOR,26564,MUNICIPIUL ORADEA,ȘEF ECHIPĂ,MAISTRU,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,12
2772,VESSELÉNYI,ISTVÁN,5,BIHOR,26564,MUNICIPIUL ORADEA,ASISTENT DIRECTOR,INGINER,9,BRĂILA,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
2773,PANTIŞ,FLORIN-MARIAN,5,BIHOR,26564,MUNICIPIUL ORADEA,COORDONATOR FACILITĂŢI,INGINER,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,12
2774,GOGA,MARIOARA,5,BIHOR,26564,MUNICIPIUL ORADEA,ADMINISTRATOR,INGINER,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,1
2775,POPA,VIORICA,5,BIHOR,26564,MUNICIPIUL ORADEA,CONSULTANT FINANCIAR,INGINER,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,9
2776,BAICU,LIVIU,5,BIHOR,26564,MUNICIPIUL ORADEA,PENSIONAR,POLIŢIST,5,BIHOR,S,P,16,PARTIDUL ROMÂNIA MARE (PRM) ,3
2777,BORA,VIOREL-SIMION,5,BIHOR,26564,MUNICIPIUL ORADEA,PENSIONAR,MAISTRU,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,5
2778,BALAN,FLORIN,5,BIHOR,26564,MUNICIPIUL ORADEA,MANAGER,ECONOMIST,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,5
2779,DASCĂLU,ROMEO,5,BIHOR,26564,MUNICIPIUL ORADEA,MECANIC AUTO,MECANIC AUTO,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,6
2780,TRIFA,BIANCA-MARUSIA,5,BIHOR,26564,MUNICIPIUL ORADEA,CONSULTANT FINANCIAR,ECONOMIST,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,8
2781,COZMA,DOINA-ROZALIA-MONICA,5,BIHOR,26564,MUNICIPIUL ORADEA,DIRECTOR,ECONOMIST,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,4
2782,PAŞCA,ANCUŢA-IOANA,5,BIHOR,26840,ORAŞ ŞTEI,PROFESOR,PROFESOR,5,BIHOR,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
2783,CSENGERI,BOGLÁRKA-JUDITH,5,BIHOR,32027,ORAŞ VALEA LUI MIHAI,REFERENT LITERAR,NECALIFICATĂ,14,CONSTANŢA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,13
2784,BLAJ,IOAN,5,BIHOR,27285,AVRAM IANCU,ŞEF FERMĂ,INGINER AGRONOM,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,11
2785,BRADEA,IOAN,5,BIHOR,27686,BRATCA,COMERCIANT,TEHNICIAN ADMINISTRAŢIE,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,8
2786,LAZA,LIVIU-DANIEL,5,BIHOR,27846,BUDUREASA,ADMINISTRATOR,MECANIC,5,BIHOR,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
2787,CRISTE,VOICU,5,BIHOR,28193,CĂRPINET,CONSILIER LOCAL,MECANIC AUTO,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,4
2788,SAS,EUGEN FLORIN,5,BIHOR,28709,CÎMPANI,ADMINISTRATOR,ECONOMIST,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,10
2789,DUME,FLORIN,5,BIHOR,29154,DOBREŞTI,ADMINISTRATOR,TEHNICIAN,5,BIHOR,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,7
2790,BAJÓ,JÁNOS,5,BIHOR,30149,NOJORID,INGINER AGRONOM,INGINER AGRONOM,9,BRĂILA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,6
2791,BALIND,GYÖRGY-MIHÁLY,5,BIHOR,30719,REMETEA,INGINER SILVIC,INGINER SILVIC,9,BRĂILA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
2792,GHERLEA,IOAN,5,BIHOR,30844,ROŞIA,PĂDURAR,SILVICULTOR,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
2793,NINCI,ANAMARIA-IOANA,5,BIHOR,32179,SĂNNICOLAU ROMĂN,-,-,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,6
2794,POP,FLORICA-RODICA,5,BIHOR,32179,SĂNNICOLAU ROMĂN,MUNCITOR CALIFICAT,-,5,BIHOR,CD,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,11
2795,SĂVIANU,ADINA-LAVINIA,5,BIHOR,32179,SĂNNICOLAU ROMĂN,JURIST,JURIST,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
2796,TOMOIAGĂ,VASILE,5,BIHOR,26582,SÎNMARTIN,ADMINISTRATOR,ECONOMIST,5,BIHOR,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,1
2797,BODA,GERGELY-ZOLTÁN,5,BIHOR,31333,ŞIMIAN,OPERATOR CALCULATOR,ECONOMIST,9,BRĂILA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
2798,SĂRĂCUŢ,GHEORGHE-MARCEL,5,BIHOR,31716,TILEAGD,ELECTRICIAN,ELECTRICIAN,5,BIHOR,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
2799,BOGDAN,FLORE,5,BIHOR,31878,ŢEŢCHEA,ADMINISTRATOR,TEHNICIAN,5,BIHOR,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
2800,ACU,CRISTINA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Operator TDV,Manager turism,6,BISTRIŢA-NĂSĂUD,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),4
2801,MARIAN,ROXANA-CLAUDIA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Operator controlor TDV,Contabil,6,BISTRIŢA-NĂSĂUD,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),5
2802,ANTAL,ATTILA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Profesor,Profesor,6,BISTRIŢA-NĂSĂUD,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
2803,BURDUHOS,ANA-GABRIELA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Medic stomatolog,Medic stomatolog,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,4
2804,POPESCU,PETRU-NICOLAE,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Administrator,Economist,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,7
2805,PUGNA,ALEXANDRU,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Vicepreședinte consiliul județean BN,Teolog,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,3
2806,VLAD,MARIANA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Director Liceul Agricol Bistrița,Profesor,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,4
2807,PANĂ,ADRIANA-DOINA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Deputat,Inginer electrotehnist,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,1
2808,NEDELEA,LIANA,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Profesor învățământ primar,Profesor învățământ primar,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,6
2809,ȚINTEAN,IOAN,6,BISTRIŢA-NĂSĂUD,32394,MUNICIPIUL BISTRIŢA,Vicepreședinte consiliul județean BN,Economist,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,1
2810,SUCIU,VASILE-DANIEL,6,BISTRIŢA-NĂSĂUD,32599,ORAŞ SÎNGEORZ-BĂI,Deputat,Politolog,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,2
2811,PAVEL,PETRU-TRAIAN,6,BISTRIŢA-NĂSĂUD,33122,CHIUZA,Administrator,Inginer agronom,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,7
2812,SOMEȘAN,EMIL,6,BISTRIŢA-NĂSĂUD,33382,JOSENII BÎRGĂULUI,Pensionar,Mecanic utilaje grele,6,BISTRIŢA-NĂSĂUD,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),6
2813,ROȘU-MAREȘ,CLAUDIU-SORIN,6,BISTRIŢA-NĂSĂUD,33435,LECHINŢA,Director AFIR BN,Inginer,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,5
2814,SIMIONCA,TRAIAN,6,BISTRIŢA-NĂSĂUD,33541,LIVEZILE,Primar comuna Livezile,Electromecanic,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,3
2815,ACU,SABINA-MARIA,6,BISTRIŢA-NĂSĂUD,33765,MĂRIŞELU,Casnică,Make-up artist,6,BISTRIŢA-NĂSĂUD,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),7
2816,MONIȚA,IOAN,6,BISTRIŢA-NĂSĂUD,34360,ROMULI,Primar comuna Romuli,Inginer silvicultor,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,2
2817,COTUL,DANIEL-MIHAI,6,BISTRIŢA-NĂSĂUD,34618,ŞANŢ,Referent birou parlamentar,Student,6,BISTRIŢA-NĂSĂUD,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,5
2818,POP,OCTAVIA,6,BISTRIŢA-NĂSĂUD,34618,ŞANŢ,Creșterea bovinelor de lapte,Fermier,6,BISTRIŢA-NĂSĂUD,CD,P,110,ALIANȚA NOASTRĂ ROMÂNIA (ANR),3
2819,COCEAN,POMPEI,6,BISTRIŢA-NĂSĂUD,35152,TÎRLIŞUA,Administrator,Geograf,6,BISTRIŢA-NĂSĂUD,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,6
2820,STURZU,MIHAI-RĂZVAN,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,DEPUTAT,JURNALIST,8,BRAŞOV,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
2821,NÁDUDVARY,GHEORGHE-AUGUSTIN-EUGEN,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,PENSIONAR,JURIST,8,BRAŞOV,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
2822,ANTOHE-MARICA,GEORGE-ADRIAN,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,INGINER,INGINER,8,BRAŞOV,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
2823,TODORAN,GRIGORE,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,ADMINISTRATOR,TEHNICIAN,8,BRAŞOV,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
2824,MIHAI,COSTEL,8,BRAŞOV,40198,MUNICIPIUL BRAŞOV,VICEPRIMAR,JURIST,8,BRAŞOV,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
